"airlineid","airlinename","alias","countryid"
"855","Avitat","","19"
"856","Aerolineas Ejecutivas Del Sureste","","111"
"857","Aeronautica Le Esperanza","","111"
"858","ATTICO","","77"
"859","Aero Siete","","111"
"860","Air Atlanta Europe","","19"
"861","Air Evex","","15"
"862","Aeronautical Academy of Europe","","95"
"863","Air Exchange","","16"
"864","Atlantic Helicopters","","26"
"865","Argentine Air Force","","138"
"866","Air Fiji","","122"
"867","AF-Air International","","48"
"868","Aviation Data Systems","","16"
"869","Air Carriers","","16"
"870","Aerofrisco","","111"
"871","Alfa 4","","111"
"872","African Airlines","","58"
"873","African Medical and Research Foundation","","74"
"874","Aero Freight","","111"
"875","Aerosafin","","111"
"876","Air Finland","","18"
"877","Aerodata Flight Inspection","","15"
"878","Airfix Aviation","","18"
"879","Air Pacific","","122"
"880","Air Falcon","","145"
"881","Atlantic Airways","","27"
"882","Air Florida","","16"
"883","Air Fret De Mauritanie","","66"
"884","Avio Nord","","89"
"885","Aeroflota Del Noroeste","","60"
"886","Aero Fenix","","86"
"887","Ford Motor Company","","16"
"888","African Company Airlines","","243"
"889","Afrijet Airlines","","10"
"890","Afrika Aviation Handlers","","74"
"891","Afrique Chart'air","","42"
"892","Aerofreight Airlines","","190"
"893","Aereos Limited","","19"
"894","Air Affaires Tchad","","54"
"895","ABC Bedarsflug","","94"
"896","Air Iceland","","3"
"897","Air Philippines","","158"
"898","Aerogaucho","","169"
"899","Aero Business Charter","","15"
"900","Atlantic Airlines","","50"
"901","Aeronor","","60"
"902","Aerogem Cargo","","8"
"903","Aerovias del Golfo","","111"
"904","Aeronautica","","48"
"905","Air Georgian","","4"
"906","Aviance","","19"
"907","Air Ghana","","8"
"908","African International Transport","","67"
"909","Air Guinee Express","","67"
"910","Africa Airlines","","67"
"911","Air Gemini","","48"
"912","Aero Charter","","16"
"913","Aguilas Mayas Internacional","","108"
"914","Aerotaxis Guamuchil","","111"
"915","Aeroservicios Gama","","111"
"916","Amber Air","","218"
"917","Alberta Government","","4"
"918","Air Scotland","","85"
"919","Air Georgia","","223"
"920","Air Cargo Center","","51"
"921","Air Greenland","","26"
"922","Allegro","","111"
"923","Agroar - Trabalhos Aereos","","95"
"924","Aircompany Grodno","","192"
"925","Airlift Alaska","","16"
"926","Agrocentr-Avia","","187"
"927","Altin Havayolu Tasimaciligi Turizm Ve Ticaret","","99"
"928","Atlas Air","","16"
"929","Aerotaxi Grupo Tampico","","111"
"930","Aerotaxis de Aguascalientes","","111"
"931","Air Guyane","","167"
"932","Air Victoria Georgia","","223"
"933","Air D'Ayiti","","116"
"934","Air Comores International","","44"
"935","Air Taxi","","86"
"936","Aerohein","","161"
"937","Atlantic Air Lift","","86"
"938","Atlantic Airlines de Honduras","","109"
"939","Aviacion Ejecutiva De Hildago","","111"
"940","Air Haiti","","116"
"941","Al Rais Cargo","","143"
"942","Air-Invest","","88"
"943","Air Tahoma","","16"
"944","Air Nova","","4"
"945","Aero Homex","","111"
"946","Almiron Aviation","","80"
"947","Avinor","","29"
"948","Airlink Airways","","25"
"949","Air Horizon","","13"
"950","AC Insat-Aero","","190"
"951","Air Inter Cameroun","","42"
"952","Air Lift","","85"
"953","Aero Survey","","8"
"954","Aero Airline","","187"
"955","Airtime Charters","","19"
"956","Aerotaxis Cimarron","","111"
"957","Aero International","","111"
"958","Aeroingenieria","","161"
"959","Aeroservicios Intergrados de Norte","","111"
"960","Airpull Aviation","","60"
"961","Arvand Airlines","","137"
"962","Atlas Aviation Group","","137"
"963","Aram Airline","","137"
"964","Aria Tour","","137"
"965","Aerotaxi","","91"
"966","Avita-Servicos Aereos","","48"
"967","Aero Citro","","111"
"968","Air Executive","","60"
"969","Aviainvest","","190"
"970","Air Bagan","","237"
"971","Aerojal","","111"
"972","Airlink","","94"
"973","Ambjek Air Services","","10"
"974","Avfinity","","16"
"975","Alexandair","","4"
"976","Air Jamaica Express","","110"
"977","Air Swift Aviation","","125"
"978","Aerojobeni","","111"
"979","Atyrau Air Ways","","187"
"980","Aerosmith Aviation","","16"
"981","Arrendamiento de Aviones Jets","","111"
"982","Aero Juarez","","111"
"983","Air Canada Jazz","","4"
"984","Asia Aero Survey and Consulting Engineers","","241"
"985","Air Kirovograd","","191"
"986","Air Mach","","89"
"987","Air Kufra","","75"
"988","Arkhabay","","187"
"989","Aero Charter Krifka","","94"
"990","Air Kraft Mir","","194"
"991","Air Concorde","","82"
"992","Alexandria Airlines","","73"
"993","Afit","","15"
"994","Air South","","16"
"995","Atlasjet","","99"
"996","Air Mali International","","58"
"997","Aerokaluz","","111"
"998","Air Koryo","","295"
"999","Araiavia","","187"
"1000","AeroSucre","","164"
"1001","Air Kokshetau","","187"
"1002","Air Kissari","","48"
"1003","Aeronavigaciya","","191"
"1004","Alliance Avia","","187"
"1005","Av Atlantic","","16"
"1006","Air Astana","","187"
"1007","Aerovias De Lagos","","111"
"1008","Albanian Airlines","","81"
"1009","Albisa","","111"
"1010","Albatros Airways","","81"
"1011","Aerolineas Aereas Ejecutivas De Durango","","111"
"1012","Aerologic","","190"
"1013","Al-Donas Airlines","","10"
"1014","Aero Lider","","111"
"1015","Aleem","","73"
"1016","Aerolineas Ejecutivas","","111"
"1017","Air Alfa","","99"
"1018","Aero Control Air","","4"
"1019","Aerolaguna","","111"
"1020","Al Ahram Aviation","","73"
"1021","Alidaunia","","89"
"1022","Al-Dawood Air","","10"
"1023","American Aviation","","16"
"1024","Airlink Solutions","","60"
"1025","Air Solutions","","16"
"1026","Alliance Air","","195"
"1027","Aerolima","","111"
"1028","Alamia Air","","75"
"1029","Air Plus Argentina","","138"
"1030","Almaty Aviation","","187"
"1031","Aerolineas Mexicanas J S","","111"
"1032","Air Almaty","","187"
"1033","Air Almaty ZK","","187"
"1034","Aerolane","","162"
"1035","Airlink","","32"
"1036","Aerolineas Internacionales","","111"
"1037","Alok Air","","77"
"1038","Air Saint Louis","","65"
"1039","Alpine Aviation","","32"
"1040","Air Alps Aviation","","94"
"1041","Alrosa-Avia","","190"
"1042","Al Rida Airways","","66"
"1043","Aurela","","218"
"1044","Aerobusinessservice","","190"
"1045","Alsair","","86"
"1046","Aerotaxis Latinoamericanos","","111"
"1047","Alninati Aeronautics","","98"
"1048","Atlantis European Airways","","219"
"1049","Aliven","","89"
"1050","Aviavilsa","","218"
"1051","Air Luxor GB","","62"
"1052","Air Luxor","","95"
"1053","Apatas Air","","218"
"1054","Air Ban","","82"
"1055","Air Lazur","","82"
"1056","Aerodromo De La Mancha","","60"
"1057","Air Mauritius","","40"
"1058","Avag Air","","94"
"1059","Air Manas","","188"
"1060","Airjet Exploracao Aerea De Carga","","48"
"1061","Aeriantur-M","","100"
"1062","Air Mercia","","19"
"1063","Air Medical","","19"
"1064","Aerolineas Marcos","","111"
"1065","Atlantic Aero and Mid-Atlantic Freight","","16"
"1066","Air Madagascar","","47"
"1067","Aerosud Charter","","32"
"1068","Air Meridan","","10"
"1069","Aero McFly","","111"
"1070","Asia Pacific Airlines","","16"
"1071","Aeromagar","","111"
"1072","Aero Premier De Mexico","","111"
"1073","Air Moldova","","100"
"1074","Amal Airlines","","229"
"1075","Air Mali","","58"
"1076","Air Madeleine","","4"
"1077","Aermarche","","89"
"1078","Air Alsie","","26"
"1079","Aviation Company Meridian","","190"
"1080","AMP Incorporated","","16"
"1081","Airmax","","168"
"1082","Aerolineas Amanecer","","111"
"1083","Aero Mongolia","","216"
"1084","Air Monarch Cargo","","111"
"1085","Aeropublicitaria De Angola","","48"
"1086","Aerolineas De Morelia","","111"
"1087","Air Plus Comet","","60"
"1088","Aeromexpress","","111"
"1089","Air ITM","","86"
"1090","Aeromorelos","","111"
"1091","Aerocharter","","4"
"1092","Abas","","91"
"1093","Air Mauritanie","","66"
"1094","Air Cairo","","73"
"1095","Air Sport","","82"
"1096","Aeromas","","169"
"1097","Aerol","","111"
"1098","Aero-Kamov","","190"
"1099","Aerotaxis Metropolitanos","","111"
"1100","Aeromet Linea Aerea","","161"
"1101","Air Metack","","48"
"1102","Air Montegomery","","19"
"1103","Aerotaxi Mexicano","","111"
"1104","Aero Yaqui Mayo","","111"
"1105","AVC Airlines","","156"
"1106","Aerovias Montes Azules","","111"
"1107","Aeroland Airways","","85"
"1109","Astair","","293"
"1110","Albarka Air","","10"
"1111","ACA-Ancargo Air Sociedade de Transporte de Carga Lda","","48"
"1112","Aero Servicios de Nuevo Laredo","","111"
"1113","Angoavia","","48"
"1114","Aeroni","","111"
"1115","Aeroejecutiva Nieto","","111"
"1116","Aero Contractors","","10"
"1117","Aerokuzbass","","190"
"1118","Atlantic Airlines","","19"
"1119","Atlantic Richfield Company","","16"
"1120","Aerolineas Sosa","","109"
"1121","Aero Norte","","111"
"1122","Air Inter Ivoire","","242"
"1123","Aeroservicios De Nuevo Leon","","111"
"1124","Avial NV Aviation Company","","190"
"1125","Airwing","","29"
"1126","Air Next","","156"
"1127","Arkhangelsk 2 Aviation Division","","190"
"1128","Aerogisa","","111"
"1129","Aerolineas Olve","","111"
"1130","Aeromega","","19"
"1131","Air One Nine","","75"
"1132","Air Ontario","","4"
"1133","Aerocorp","","111"
"1134","Action Air","","89"
"1135","Aerosan","","111"
"1136","Aviapartner Limited Company","","190"
"1137","Aliparma","","89"
"1138","Air Parabet","","198"
"1139","Air Burundi","","71"
"1140","Aeropostal Cargo de Mexico","","111"
"1141","Air Pack Express","","60"
"1142","Air Palace","","111"
"1143","Aeropelican Air Services","","125"
"1144","Aerolineas Chihuahua","","111"
"1145","Air Cargo Express International","","16"
"1146","Al Farana Airline","","73"
"1147","Ave.com","","143"
"1148","Air South West","","19"
"1149","Aeroservicios California Pacifico","","111"
"1150","AST Pakistan Airways","","145"
"1151","Aero Personal","","111"
"1152","Aero Servicios Platinum","","111"
"1153","Apoyo Aereo","","111"
"1154","Aerotransportes Privados","","111"
"1155","Atlantic Coast Jet","","16"
"1156","Air Paradise International","","205"
"1157","Aeroservicio Sipse","","111"
"1158","Aeroservicios Corporativos De San Luis","","111"
"1159","Aerotransportes Privados","","111"
"1160","Aereo Taxi Paraza","","111"
"1161","Air Class Lineas Aereas","","169"
"1162","Aviation Consultancy Office","","125"
"1163","Aero Taxi","","4"
"1164","Aero Taxi Aviation","","16"
"1165","Aviation Quebec Labrador","","4"
"1166","African Safari Airways","","74"
"1167","Aero Quimmco","","111"
"1168","Alada","","48"
"1169","Aerotur-Air","","187"
"1170","Air Center Helicopters","","16"
"1171","Aur Rum Benin","","6"
"1172","Aeroserivios Del Bajio","","111"
"1173","Airbus France","","86"
"1174","Air Roberval","","4"
"1175","Arubaexel","","181"
"1176","Air Charters Eelde","","24"
"1177","Aerocer","","111"
"1178","Aeroflot-Cargo","","190"
"1179","Air Mobility Command","","16"
"1180","Air Cassai","","48"
"1181","Aero Renta De Coahuila","","111"
"1182","Aerocorp","","111"
"1183","Aerolineas Regionales","","111"
"1184","Atlantic S.L.","","60"
"1185","Air Service Center","","89"
"1186","Adygeya Airlines","","190"
"1187","Air Ada","","66"
"1188","Aer Arann","","25"
"1189","Aero-Rent","","111"
"1190","Australian Maritime Safety Authority","","125"
"1191","Air Austral","","86"
"1192","Aero-Rey","","111"
"1193","Aero Africa","","36"
"1194","Aerotransportes Rafilher","","111"
"1195","Argo","","107"
"1196","Airbourne School of Flying","","19"
"1197","Air Archipels","","86"
"1198","Aviation Ministry of the Interior of the Russian Federation","","293"
"1199","Aeris Gestion","","60"
"1200","Asian Spirit","","158"
"1201","Aeroservicios Jet","","111"
"1202","Air Afrique","","242"
"1203","Airlinair","","86"
"1204","Air Nelson","","132"
"1205","Air Leone","","61"
"1206","Aero Lanka","","196"
"1207","Air Alize","","86"
"1208","Air Amder","","66"
"1209","Armenian Airlines","","219"
"1210","Armenian International Airways","","219"
"1211","Arm-Aero","","219"
"1212","Air Max","","82"
"1213","Air Salone","","61"
"1214","Aeronem Air Cargo","","162"
"1215","Air Cargo Masters","","16"
"1216","Armavia","","219"
"1217","Aeroeste","","165"
"1218","Aero Gen","","111"
"1219","Avior Airlines","","170"
"1220","Aeroel Airways","","92"
"1221","Aeromar","","107"
"1222","Aeroitalia","","89"
"1223","Aerodan","","111"
"1224","AeroRep","","164"
"1225","Aerolineas Del Pacifico","","162"
"1226","Aero Roca","","111"
"1227","Aerotransportes Internacionales De Torreon","","111"
"1228","Acvila Air-Romanian Carrier","","97"
"1229","Aerolineas Ejecutivas Tarascas","","111"
"1230","Aero-Service","","296"
"1231","Aerosur","","165"
"1232","Aeronorte","","95"
"1233","Artis","","86"
"1234","Arhabaev Tourism Airlines","","187"
"1235","Air Turquoise","","86"
"1236","Aerotucan","","111"
"1237","Air Anastasia","","191"
"1238","Air Rum","","61"
"1239","ACT Havayollari","","99"
"1240","Air VIP","","95"
"1241","Aircompany Veteran","","219"
"1242","Alliance Express Rwanda","","76"
"1243","Arrow Ecuador Arrowec","","162"
"1244","Aerogroup 98 Limited","","19"
"1245","Aeroxtra","","111"
"1246","Express Air Charter","","4"
"1247","Air Whitsunday","","125"
"1248","Aero Zambia","","43"
"1249","Aero Zano","","111"
"1250","Anoka Air Charter","","16"
"1251","Aerosaab","","111"
"1252","Associated Aviation","","10"
"1253","American Jet International","","16"
"1254","Air Santo Domingo","","107"
"1255","Aero Sudpacifico","","111"
"1256","Aero Servicios Ejecutivas Del Pacifico","","111"
"1257","Aero California","","111"
"1258","A-Safar Air Services","","10"
"1259","Aerosegovia","","112"
"1260","Airshare Holdings","","19"
"1261","Aerosiyusa","","111"
"1262","Aero Silza","","111"
"1263","Air San Juan","","16"
"1264","Aero-North Aviation Services","","4"
"1265","Aero Sami","","111"
"1266","Avient Aviation","","55"
"1267","Aerolineas Sol","","111"
"1268","Air Soleil","","66"
"1269","Aero Soga","","62"
"1270","Airspeed Aviation","","4"
"1271","Air Service","","101"
"1272","Aeroservicios Ejecutivos Del Pacifico","","111"
"1273","Asian Aerospace Service","","204"
"1274","Airworld","","32"
"1275","Alsaqer Aviation","","75"
"1276","Air Safaris and Services","","132"
"1277","Aero Servicio Corporativo","","111"
"1278","Air Sultan","","61"
"1279","Aero 1 Pro-Jet","","4"
"1280","Airquarius Air Charter","","32"
"1281","Aeropac","","16"
"1282","Air St. Thomas","","16"
"1283","Aerolineas Del Sureste","","111"
"1284","Aerial Surveys (1980) Limited","","132"
"1285","Air Slovakia","","105"
"1286","Adler Aviation","","4"
"1287","Aircompany Yakutia","","190"
"1288","Aerosud Aviation","","32"
"1289","Aeroservicios de La Costa","","111"
"1290","Aeromar","","111"
"1291","Aerotrebol","","111"
"1292","Aero Taxi de Los Cabos","","111"
"1293","Air Turks and Caicos","","106"
"1294","Aerotranscolombina de Carga","","164"
"1295","Air Cargo Express","","16"
"1296","Atlas Helicopters","","19"
"1297","Air Today","","16"
"1298","Aero Servicios Azteca","","111"
"1299","Arkefly","","24"
"1300","Antair","","111"
"1301","Atlantique Air Assistance","","86"
"1302","Aero Taxi Autlan","","111"
"1303","Aero Util","","111"
"1304","Aero Toluca Internactional","","111"
"1305","Aero Taxi del Centro de Mexico","","111"
"1306","Aerotropical","","111"
"1307","Air Tomisko","","103"
"1308","Airlines PNG","","1"
